spp_code,stories,below_crown_height,height,estimated_height,DBH
20114,under,,,726,7
20114,over,,,669,6
20114,over,,,859,10
12930,under,,,634,7
12930,over,410,950,810,12
12930,under,,,584,6
12930,over,,,836,13
12930,over,,,836,13
12930,under,,,836,13
12930,over,,,860,14
12930,over,,,836,13
12930,under,,,782,11
12930,over,,,678,8
12930,over,,,750,10
12930,over,,,634,7
12930,over,,,634,7
12930,over,,,716,9
12930,under,,,584,6
12930,over,,,716,9
12930,over,,,634,7
12930,over,,,883,15
12930,over,,,924,17
12930,over,,,904,16
6476,under,,,674,9
6476,over,,,763,12
15003,over,680,1000,1074,16
15003,over,750,1340,1343,32
15003,over,,,1180,21
15003,over,970,1200,1161,20
15003,over,,,1232,24
15003,over,,,1161,20
15003,over,840,1230,1291,28
15003,over,,,1161,20
15003,over,,,1141,19
15003,over,860,1180,1141,19
15003,over,,,1161,20
15003,over,,,1141,19
15003,over,,,1049,15
15003,over,,,1215,23
15003,over,530,1200,1291,28
15003,over,910,1390,1232,24
15003,over,,,1331,31
928,over,,,669,6
6476,over,300,590,707,10
6476,over,,,638,8
6476,over,,,674,9
6476,over,,,674,9
6476,over,150,640,763,12
12930,over,,,584,6
12930,over,,,678,8
12930,over,,,678,8
12930,over,,,678,8
12930,over,310,600,716,9
12930,over,,,678,8
12930,over,,,634,7
12930,over,270,560,678,8
12930,over,,,584,6
12930,over,310,570,634,7
12930,over,,,584,6
12930,over,,,584,6
12930,over,,,584,6
12930,over,,,678,8
12930,over,,,584,6
12930,over,370,590,584,6
6476,over,,,736,11
6512,over,,,726,7
928,over,,,726,7
928,over,,,820,9
928,over,,,776,8
928,over,,,776,8
6476,over,280,670,763,12
928,over,,,726,7
6512,over,,,859,10
20114,over,,,669,6
17215,over,,,726,7
12930,over,,,584,6
12930,over,,,634,7
12930,over,,,678,8
12930,over,,,634,7
12930,over,,,634,7
12930,over,,,584,6
12930,over,,,750,10
12930,over,,,678,8
12930,over,310,790,860,14
12930,over,,,924,17
12930,over,150,800,924,17
12930,over,,,634,7
12930,over,140,800,960,19
12930,over,,,678,8
15003,over,240,690,673,20
15003,over,90,430,437,7
15003,over,80,520,437,7
15003,over,120,630,608,15
15003,over,100,460,517,10
15003,over,100,400,437,7
15003,over,130,530,558,12
15003,over,160,420,437,7
15003,over,170,580,558,12
7475,over,,,843,14
7475,over,,,702,9
7475,under,,,572,6
11673,over,,,664,8
11673,over,,,664,8
7475,over,,,572,6
7475,over,,,664,8
7475,over,320,750,794,12
7475,over,,,664,8
7475,over,,,621,7
7475,over,,,766,11
7475,over,,,621,7
7475,over,,,865,15
1008,over,,,575,6
1008,over,,,890,16
1008,under,,,667,8
7475,over,,,664,8
6577,over,,,752,10
6577,over,540,790,752,10
6577,over,180,1010,884,15
6577,over,,,905,16
6577,over,,,905,16
6577,under,,,679,8
6577,over,,,905,16
6577,over,,,962,19
6577,over,220,750,944,18
6577,over,240,650,884,15
6577,over,,,783,11
6577,over,180,930,1051,25
1008,over,,,847,14
1008,over,,,890,16
1008,over,,,770,11
1008,over,,,705,9
6577,over,,,752,10
15003,over,450,1100,1033,25
15003,over,,,992,22
15003,over,460,1010,961,20
15003,over,290,930,909,17
15003,over,,,909,17
15003,over,,,1081,29
15003,over,,,961,20
15003,over,410,730,847,14
15003,over,,,1141,35
15003,over,,,1006,23
15003,over,460,850,769,11
15003,over,,,909,17
15003,over,,,667,8
15003,over,,,769,11
15003,over,,,909,17
12788,over,,,1015,24
1038,under,,,664,8
1038,under,,,702,9
2024,over,,,865,15
2024,over,200,770,865,15
16962,over,,,621,7
11673,over,,,572,6
1008,over,270,750,847,14
1008,over,,,625,7
2024,over,350,770,766,11
7475,under,,,621,7
7475,over,,,664,8
7475,over,,,766,11
2024,over,,,794,12
2024,over,,,819,13
12788,over,,,766,11
7475,over,,,664,8
6505,over,,,621,7
12788,over,,,865,15
12788,under,,,865,15
11092,under,,,572,6
6577,over,260,1230,944,18
6577,under,,,585,6
6577,over,,,635,7
6577,over,,,838,13
6577,over,250,1010,884,15
6577,over,,,884,15
1008,over,,,705,9
1008,over,,,739,10
1008,over,,,869,15
1008,over,,,847,14
1008,over,,,847,14
1008,over,,,823,13
1008,over,,,667,8
1008,over,,,798,12
1008,over,260,1050,977,21
1008,over,,,770,11
1008,over,430,880,770,11
1008,over,370,690,798,12
1008,over,,,928,18
1008,over,,,823,13
1008,under,,,625,7
1008,under,,,625,7
1008,over,,,667,8
1008,over,,,798,12
1008,under,,,625,7
1008,under,,,705,9
1008,under,,,739,10
1008,over,,,770,11
1008,under,,,625,7
1008,over,,,705,9
1008,over,,,869,15
1008,over,,,705,9
1008,over,390,870,739,10
15003,over,420,1050,1069,28
15003,over,,,1069,28
15003,over,,,1092,30
15003,over,,,1092,30
15003,over,,,928,18
15003,over,,,928,18
15014,over,,,592,7
15014,over,,,592,7
15014,over,,,545,6
15014,over,420,750,700,10
15014,over,440,1060,979,25
15014,over,,,926,21
15014,over,420,760,823,15
15014,over,350,800,911,20
12930,over,,,735,10
12930,over,,,621,7
12930,over,,,621,7
12930,over,,,702,9
12930,under,,,621,7
12930,over,,,702,9
12930,over,,,664,8
12930,over,210,750,702,9
20114,over,,,572,6
15014,over,,,592,7
15014,over,,,823,15
15014,over,,,843,16
15014,over,,,879,18
15014,over,,,756,12
15014,over,,,879,18
15014,over,,,911,20
15014,over,,,911,20
15014,under,,,632,8
15014,over,,,592,7
15014,over,,,632,8
15014,over,,,668,9
15014,over,,,954,23
15014,over,470,820,879,18
15014,over,,,843,16
15014,over,,,592,7
15014,over,450,850,780,13
15014,over,,,545,6
15014,over,430,950,940,22
15014,over,,,926,21
15014,over,,,668,9
15014,over,,,592,7
15014,over,,,545,6
15014,over,,,862,17
15014,over,,,632,8
15014,under,,,592,7
15014,over,,,895,19
15014,under,,,592,7
15014,over,,,895,19
15014,over,,,862,17
15014,over,,,843,16
15014,over,,,592,7
15014,over,,,592,7
15014,over,,,879,18
15014,over,,,756,12
15014,over,,,823,15
15014,over,,,545,6
15014,over,,,592,7
15014,over,,,545,6
15014,over,390,680,632,8
15014,over,,,592,7
6577,over,,,585,6
6577,over,,,635,7
15003,over,,,797,12
15003,over,,,739,10
15003,over,,,847,14
15003,over,,,705,9
15003,over,350,760,847,14
15003,over,,,624,7
15003,over,,,624,7
15003,over,,,705,9
15003,over,,,705,9
1008,over,,,705,9
1008,over,,,798,12
1008,under,,,625,7
1008,under,,,667,8
1008,under,,,667,8
1008,over,,,847,14
1008,over,,,823,13
1008,over,,,847,14
12788,over,,,885,16
1008,over,,,890,16
20114,over,350,1140,1001,23
20114,over,,,1053,27
20114,under,,,702,9
16962,under,,,621,7
11502,under,,,572,6
11673,under,,,572,6
16962,over,,,572,6
16962,over,,,664,8
16962,over,,,664,8
16962,over,,,664,8
16962,over,,,664,8
7475,over,430,1050,1064,28
7475,over,,,1076,29
7475,over,,,664,8
7475,over,,,702,9
7475,over,,,865,15
7475,over,550,800,865,15
7475,over,,,735,10
7475,over,,,702,9
1038,under,,,621,7
16962,under,,,572,6
7475,over,620,940,923,18
7475,under,,,664,8
7475,under,,,794,12
12788,over,,,923,18
12788,over,,,843,14
1008,over,,,945,19
1008,over,,,847,14
1008,over,,,823,13
1008,over,,,945,19
1008,over,,,798,12
1008,over,360,850,962,20
1008,over,,,739,10
1008,over,,,847,14
1008,over,,,823,13
1008,over,210,800,823,13
1008,over,520,710,667,8
1008,over,,,667,8
1008,over,,,798,12
1008,over,490,940,890,16
1008,under,,,625,7
1008,over,,,770,11
1008,over,,,770,11
1008,over,,,847,14
1008,over,,,847,14
1008,over,,,847,14
1008,over,,,705,9
1008,over,,,847,14
1008,over,,,739,10
1008,over,,,770,11
1008,over,480,1040,1058,27
1008,over,,,869,15
1008,over,,,770,11
1008,over,,,667,8
1008,under,,,575,6
1008,under,,,770,11
1008,over,300,730,739,10
1008,over,,,847,14
1008,over,,,928,18
1008,over,,,770,11
1008,over,,,770,11
12788,over,,,1076,29
6525,over,,,599,8
15003,over,200,540,577,9
15003,over,270,690,546,8
15003,over,230,620,674,13
15003,over,240,530,511,7
15003,over,250,620,630,11
15003,over,,,511,7
15003,over,250,740,605,10
15003,over,,,511,7
15003,over,220,680,653,12
6591,over,,,560,7
6591,over,,,560,7
6591,over,160,650,599,8
15036,over,,,672,9
15036,over,,,548,6
15003,over,,,470,6
15003,over,,,470,6
15003,over,,,470,6
15003,over,,,630,11
15003,over,220,710,630,11
15003,over,,,630,11
15003,over,270,750,605,10
15003,over,,,605,10
15003,over,,,546,8
15036,over,180,500,672,9
15036,over,,,636,8
15036,over,,,672,9
15036,over,210,530,596,7
15036,over,170,700,734,11
15036,over,,,636,8
15036,over,,,636,8
15036,over,,,596,7
15036,over,,,596,7
15036,over,,,596,7
15003,over,,,546,8
15003,over,,,470,6
15003,over,220,710,711,15
15003,over,190,680,693,14
15003,over,,,546,8
15003,over,,,577,9
15003,over,,,577,9
15003,over,,,546,8
15003,over,,,511,7
15003,over,,,546,8
15003,over,220,620,546,8
15003,over,,,511,7
15003,over,,,511,7
15003,over,190,520,577,9
15003,over,,,511,7
15003,over,250,610,605,10
15003,over,,,546,8
15003,over,,,470,6
15003,over,,,470,6
15003,over,,,546,8
15003,over,270,640,577,9
15003,over,,,470,6
15003,over,,,470,6
15003,over,,,470,6
15003,over,170,700,630,11
15003,over,,,577,9
15003,over,190,680,674,13
15003,over,,,511,7
15036,over,,,636,8
15036,over,,,672,9
15036,over,,,596,7
15036,over,,,672,9
15036,over,280,760,705,10
15036,over,,,672,9
15036,over,,,636,8
15036,over,,,548,6
15036,over,,,596,7
6517,over,,,691,11
6517,over,,,599,8
15036,over,240,750,636,8
15036,over,,,636,8
6517,over,,,516,6
6517,over,,,599,8
2024,over,,,599,8
17251,over,,,516,6
6591,over,270,720,780,15
6591,over,,,516,6
6591,over,,,599,8
6591,over,,,663,10
6591,over,160,670,633,9
15036,over,,,734,11
15036,over,,,672,9
15036,over,,,548,6
15036,over,,,596,7
15036,over,,,636,8
15036,over,,,672,9
15036,over,300,840,761,12
15036,over,220,720,705,10
15036,over,,,548,6
15036,over,,,548,6
15036,over,,,672,9
15036,over,,,548,6
15036,over,,,636,8
15036,over,,,672,9
15036,over,,,672,9
15036,over,,,548,6
15036,over,,,548,6
15003,over,290,710,674,13
15003,over,230,570,674,13
15003,over,,,546,8
15003,over,,,511,7
15003,over,,,630,11
6591,over,160,750,799,16
6591,over,210,590,633,9
6591,over,,,560,7
6591,over,,,739,13
6591,over,190,700,599,8
6591,over,,,599,8
15036,over,,,596,7
15036,over,,,596,7
15003,over,,,577,9
15003,over,,,546,8
15003,over,,,470,6
15003,over,,,470,6
15003,over,,,546,8
15003,over,150,500,511,7
15003,over,130,510,577,9
15003,over,210,510,577,9
15003,over,170,480,511,7
15003,over,,,577,9
15003,over,,,605,10
15003,over,,,470,6
15003,over,,,511,7
15003,over,,,511,7
15003,over,140,450,470,6
15003,over,,,511,7
15003,over,200,500,546,8
15003,over,,,511,7
15003,over,,,511,7
15003,over,190,510,546,8
15003,over,,,630,11
15003,over,,,511,7
15003,over,180,510,577,9
15003,over,,,546,8
15003,over,,,546,8
15003,over,,,470,6
15003,over,,,511,7
15003,over,,,511,7
15003,over,180,520,605,10
15003,over,,,511,7
15003,over,,,511,7
15003,over,,,546,8
15003,over,160,550,630,11
15003,over,,,577,9
15003,over,,,511,7
15003,over,,,546,8
15003,over,,,546,8
15003,over,,,511,7
15003,over,,,470,6
15003,over,,,577,9
15003,over,,,511,7
15003,over,,,546,8
15003,over,,,577,9
15003,over,,,577,9
15003,over,,,546,8
15003,over,,,511,7
6591,over,480,1770,1175,19
6591,over,,,1285,25
6591,over,,,992,12
6591,over,,,1024,13
6591,over,,,1175,19
6591,over,,,1107,16
6591,over,380,1140,1081,15
6591,over,,,877,9
6591,over,,,919,10
6591,over,,,1081,15
6591,over,,,877,9
12230,over,,,950,11
17234,over,,,1166,19
17234,over,400,680,984,12
12904,over,,,1275,25
12904,over,,,770,7
10948,under,,,770,7
10948,under,,,770,7
10948,under,,,770,7
10948,under,,,770,7
17234,over,,,912,10
17234,over,,,984,12
17234,over,,,709,6
17234,over,,,950,11
17234,over,,,984,12
6591,over,320,850,957,11
6591,over,290,670,777,7
6591,over,,,1053,14
6591,over,,,1053,14
6591,over,,,1024,13
6591,over,410,1120,1107,16
6591,over,,,1196,20
6591,over,370,1320,1215,21
6591,over,480,1210,1131,17
6591,over,,,877,9
6591,over,400,1020,992,12
6591,over,430,1280,992,12
6591,over,440,680,919,10
6591,over,,,1024,13
6591,over,,,1024,13
6591,over,,,1053,14
6591,over,,,1081,15
6591,over,,,1154,18
6591,over,,,777,7
6591,over,,,777,7
6591,over,,,919,10
6591,over,,,992,12
6591,over,290,1120,1154,18
6591,over,,,877,9
6591,over,,,877,9
6591,over,,,777,7
6591,over,,,715,6
6591,over,,,957,11
6591,over,,,1154,18
6591,over,,,1175,19
6591,over,,,1081,15
6591,over,,,1107,16
6591,over,,,1107,16
6591,over,710,1490,1154,18
6591,over,420,980,1175,19
6591,under,,,715,6
14994,over,430,840,1007,16
14994,over,,,1007,16
14994,over,430,980,959,14
14994,over,650,990,836,10
14994,over,,,903,12
14994,over,670,1280,1223,29
14994,over,540,850,903,12
14994,over,,,1007,16
14994,over,,,984,15
14994,over,,,932,13
14994,over,,,871,11
14994,over,,,798,9
14994,over,,,755,8
6591,over,,,1024,13
6591,over,,,1285,25
6591,over,,,1269,24
6591,over,320,930,992,12
6591,over,400,900,1107,16
22332,over,,,823,8
11513,over,,,912,10
22332,over,,,950,11
10948,over,,,823,8
10948,over,,,709,6
22332,under,,,709,6
22332,over,,,770,7
22332,over,,,870,9
10948,over,,,770,7
10948,over,,,823,8
10948,over,,,823,8
10948,over,,,823,8
6591,over,260,610,919,10
6591,over,550,1170,1408,34
6591,over,360,1250,992,12
6591,over,440,1230,1196,20
6591,over,,,877,9
6591,over,,,715,6
6591,over,,,877,9
6591,over,350,680,919,10
6591,over,600,1170,1252,23
6591,over,,,992,12
6591,over,470,1110,1175,19
6591,over,440,740,777,7
6591,over,480,910,877,9
17232,over,340,1100,1016,13
7564,over,,,770,7
7564,over,,,870,9
17234,over,,,1145,18
22495,over,,,823,8
17234,over,,,1224,22
17234,over,,,823,8
7564,over,,,770,7
17234,over,,,770,7
17234,over,,,709,6
14994,over,,,695,11
14994,over,,,744,13
14994,over,,,804,16
14994,over,,,744,13
14994,over,390,840,804,16
14994,over,,,721,12
14994,over,,,564,7
14994,over,,,564,7
15003,over,440,1040,905,19
15003,over,410,890,788,13
15003,over,,,737,11
15003,over,,,852,16
15003,over,510,760,888,18
15003,over,370,870,950,22
15003,over,430,700,737,11
15067,over,210,640,578,7
6617,over,,,798,12
14994,over,380,690,637,9
14994,over,330,650,785,15
14994,over,410,870,883,21
14994,over,,,744,13
14994,over,,,785,15
14994,over,,,603,8
14994,over,,,765,14
14994,over,250,780,822,17
14994,over,200,800,785,15
14994,over,370,950,909,23
14994,over,,,668,10
14994,over,,,785,15
14994,over,430,890,854,19
14994,over,,,637,9
14994,over,,,564,7
14994,over,380,830,668,10
14994,over,,,695,11
14994,over,,,804,16
14994,over,,,721,12
14994,over,,,744,13
6591,over,,,718,10
6591,over,,,558,6
15003,over,,,763,12
15003,over,390,740,763,12
15003,over,380,1030,811,14
15003,under,,,737,11
6591,over,,,606,7
14994,over,,,744,13
14994,over,,,721,12
14994,over,,,721,12
14994,over,450,760,869,20
14994,over,,,765,14
14994,over,,,564,7
14994,over,,,838,18
12930,over,,,575,6
12930,over,210,650,668,8
12930,over,,,575,6
8931,over,180,1090,798,12
8931,over,,,739,10
8931,over,,,625,7
8931,over,,,668,8
6617,over,,,739,10
8931,under,,,625,7
6591,over,,,800,13
6591,over,420,610,558,6
6591,over,,,606,7
6591,over,290,720,648,8
6591,over,,,606,7
6591,over,180,570,606,7
6591,over,,,606,7
6591,over,,,558,6
6591,over,210,700,718,10
6591,over,,,606,7
6591,over,,,606,7
6591,over,,,648,8
6591,over,,,558,6
6591,over,,,558,6
6591,over,,,558,6
6591,over,,,558,6
6591,over,,,606,7
6591,over,,,648,8
6591,over,,,718,10
6591,over,360,570,558,6
6591,over,,,558,6
6591,over,,,648,8
6591,over,200,880,800,13
6591,over,,,648,8
6591,over,250,630,648,8
6591,over,,,648,8
6591,over,,,558,6
6591,over,,,558,6
14994,over,580,880,785,15
6617,over,,,770,11
834,under,,,910,17
6617,over,280,610,625,7
6617,over,360,780,870,15
6525,over,,,625,7
1008,over,,,668,8
1008,over,,,706,9
1008,over,,,770,11
834,over,,,668,8
14994,over,470,790,785,15
14994,over,460,710,822,17
14994,over,390,780,744,13
14994,over,370,750,765,14
14994,over,,,765,14
14994,over,,,785,15
15003,over,400,730,905,19
15003,over,460,870,852,16
15003,over,,,832,15
15003,over,,,811,14
6591,over,370,890,918,19
6591,over,,,883,17
8931,over,,,575,6
6617,over,340,830,910,17
12930,over,,,625,7
16686,under,,,575,6
12930,over,,,575,6
8931,over,,,625,7
8931,over,270,580,668,8
6591,over,280,760,844,15
15036,over,550,1110,1252,21
15036,over,660,1190,1165,17
15036,over,,,1189,18
15036,over,620,1230,1307,24
15014,over,,,1040,17
15014,over,,,994,15
15014,over,,,1018,16
15014,over,,,1040,17
15014,over,,,1018,16
15014,over,790,1110,1081,19
15014,over,510,930,1040,17
15014,over,540,980,1061,18
15014,over,,,1040,17
15014,over,,,1061,18
15014,over,,,1061,18
15014,over,,,1018,16
15014,over,740,1190,1100,20
15014,over,780,1140,994,15
15014,over,,,1100,20
15014,over,,,1061,18
15014,over,,,1040,17
15014,over,,,1081,19
15014,over,530,1010,1018,16
15014,over,,,1118,21
15014,over,,,1081,19
15014,over,,,1061,18
15014,over,,,1040,17
15014,over,550,1130,969,14
15014,over,,,994,15
15014,over,,,1118,21
15014,over,,,1100,20
15014,over,,,1118,21
15014,over,,,994,15
15014,over,,,969,14
15014,over,,,1100,20
15014,over,,,1040,17
15014,over,,,880,11
15014,over,,,969,14
15014,over,,,912,12
15014,over,,,880,11
15014,over,,,880,11
15014,over,,,941,13
15014,over,,,880,11
15014,over,,,969,14
15014,over,,,941,13
15014,over,,,912,12
15014,over,,,806,9
15014,over,,,941,13
15014,over,,,1040,17
15014,over,,,1040,17
15014,over,,,880,11
15014,over,,,1018,16
15014,over,,,941,13
15014,over,,,941,13
15014,over,,,941,13
15014,over,,,969,14
15014,over,,,845,10
15014,over,,,1018,16
15014,over,,,880,11
15014,over,,,941,13
15014,over,470,990,1018,16
15014,over,,,912,12
15014,over,,,941,13
15014,over,,,1040,17
15014,over,,,806,9
15014,over,,,714,7
15014,over,,,969,14
15014,over,,,845,10
15014,over,,,912,12
15014,over,,,969,14
15014,over,,,1018,16
15014,over,,,912,12
15014,over,,,845,10
15014,over,,,941,13
15014,over,,,941,13
15014,over,,,1040,17
15014,over,400,820,880,11
15014,over,480,1060,1081,19
15014,over,450,800,845,10
15014,over,470,910,806,9
15014,over,470,920,912,12
15014,over,460,1000,941,13
15014,over,,,969,14
15014,over,570,900,969,14
15014,over,,,994,15
15014,over,520,950,994,15
15014,over,,,969,14
15014,over,,,969,14
15014,over,,,941,13
15014,over,,,994,15
15014,over,680,990,1040,17
15014,over,,,994,15
15014,over,,,994,15
15014,over,,,969,14
15014,over,,,1040,17
15014,over,,,941,13
15014,over,470,1080,1118,21
15003,over,,,728,7
15003,over,280,810,1082,18
15003,over,,,930,12
15003,over,,,778,8
15003,over,,,671,6
15003,over,,,823,9
15003,over,210,960,1174,23
15003,over,,,778,8
15003,over,,,862,10
15003,under,,,778,8
15003,under,,,862,10
15003,under,,,862,10
15003,over,,,1038,16
15003,over,,,1122,20
15003,over,,,1205,25
15003,over,,,1157,22
15003,over,,,1038,16
11513,over,,,669,6
11513,over,,,726,7
11513,over,,,776,8
2024,over,360,770,776,8
2024,over,,,958,13
12788,over,,,895,11
2024,over,,,860,10
10948,over,,,669,6
10948,over,,,776,8
15003,over,,,898,11
15003,over,,,778,8
11420,over,,,669,6
18669,over,,,820,9
18669,over,,,669,6
18669,over,,,928,12
11420,under,,,820,9
12788,over,240,1020,1119,20
12788,under,,,669,6
15014,over,,,994,15
15014,over,,,1061,18
15014,over,,,763,8
15014,over,,,763,8
15014,over,,,806,9
15014,over,,,714,7
15014,over,380,870,969,14
15014,over,,,714,7
15014,over,,,657,6
15014,under,,,845,10
15014,under,,,714,7
15014,over,,,763,8
15014,over,340,920,1040,17
15014,over,400,670,880,11
15014,over,300,540,806,9
15014,over,,,1151,23
15036,over,750,1310,1272,22
15036,over,,,1290,23
15036,over,570,1250,1307,24
15014,over,,,1018,16
15014,over,,,969,14
15014,over,,,912,12
15014,over,,,1118,21
15014,over,,,994,15
15014,over,,,994,15
15014,over,,,912,12
15014,over,,,1018,16
15014,over,,,969,14
15014,over,,,994,15
15014,over,,,969,14
15014,over,420,1030,941,13
15014,over,,,994,15
15014,over,,,912,12
15014,over,,,969,14
15014,over,,,941,13
15014,over,,,845,10
15014,over,,,941,13
15014,over,660,1290,1151,23
15014,over,600,1100,994,15
15014,under,,,912,12
15014,over,,,1018,16
15014,over,660,970,880,11
15014,over,,,994,15
15014,over,540,1180,1196,26
15014,over,,,880,11
15014,over,480,1250,1061,18
15014,over,,,969,14
15014,over,,,994,15
15014,over,,,969,14
15014,over,,,1018,16
15014,over,,,1018,16
15014,over,,,1040,17
15014,over,,,912,12
15014,over,,,969,14
15014,over,,,1040,17
15036,over,770,1330,1165,17
15036,over,,,1211,19
15036,over,,,1055,13
15036,over,,,1232,20
15036,over,630,1280,1272,22
15036,over,,,1211,19
15036,over,,,1086,14
15036,over,650,1070,1086,14
15036,over,740,1330,1252,21
15036,over,,,1086,14
15036,over,,,1232,20
15036,over,,,1086,14
15036,over,,,1272,22
15036,over,,,1165,17
15003,over,,,592,9
15003,over,250,480,592,9
15003,over,,,561,8
15003,over,180,450,561,8
15003,over,150,480,621,10
6591,over,80,330,551,8
15003,over,240,510,525,7
15003,over,240,660,561,8
15003,over,190,440,483,6
15003,over,200,500,525,7
15003,over,,,525,7
15003,over,,,525,7
15003,over,180,420,561,8
15003,over,250,630,748,16
15003,over,,,670,12
15003,over,400,580,692,13
15003,over,230,720,647,11
15003,over,290,750,670,12
15003,over,260,580,621,10
15003,over,300,640,561,8
15003,over,280,680,621,10
